x,y,z
0.8850021364478,-0.5,-0.4
0.891312597970465,-0.4,-0.4
0.895449343515262,-0.3,-0.4
0.898072170044488,-0.2,-0.4
0.899531210349878,-0.1,-0.4
0.9,0,-0.4
0.899531210349878,0.1,-0.4
0.898072170044488,0.2,-0.4
0.895449343515262,0.3,-0.4
0.891312597970465,0.4,-0.4
0.8850021364478,0.5,-0.4
0.87522719945629,0.6,-0.4
0.859188951901858,0.7,-0.4
0.829612299465241,0.8,-0.4
-0.9,0,-0.3
-0.8,-0.853822010732004,-0.3
-0.829612299465241,-0.8,-0.3
-0.859188951901858,-0.7,-0.3
-0.87522719945629,-0.6,-0.3
-0.885002136447799,-0.5,-0.3
-0.891312597970464,-0.4,-0.3
-0.895449343515263,-0.3,-0.3
-0.898072170044488,-0.2,-0.3
-0.899531210349878,-0.1,-0.3
-0.899531210349878,0.1,-0.3
-0.898072170044488,0.2,-0.3
-0.895449343515263,0.3,-0.3
-0.891312597970464,0.4,-0.3
-0.885002136447799,0.5,-0.3
-0.87522719945629,0.6,-0.3
-0.859188951901858,0.7,-0.3
-0.829612299465241,0.8,-0.3
-0.8,0.853822010732004,-0.3
-0.7,-0.931630108511712,-0.3
-0.75478142330452,-0.9,-0.3
-0.75478142330452,0.9,-0.3
-0.7,0.931630108511711,-0.3
-0.6,-0.961917781466654,-0.3
-0.6,0.961917781466654,-0.3
-0.5,-0.978046721080777,-0.3
-0.5,0.978046721080777,-0.3
-0.4,-0.987664473684211,-0.3
-0.4,0.987664473684211,-0.3
-0.3,-0.993662761411092,-0.3
-0.3,0.993662761411092,-0.3
-0.2,-0.997347678538639,-0.3
-0.2,0.997347678538639,-0.3
-0.1,-0.999359333443944,-0.3
-0.1,0.999359333443944,-0.3
0,-1,-0.3
0,1,-0.3
0.1,-0.999359333443944,-0.3
0.1,0.999359333443944,-0.3
0.2,-0.997347678538639,-0.3
0.2,0.997347678538639,-0.3
0.3,-0.993662761411092,-0.3
0.3,0.993662761411092,-0.3
0.4,-0.987664473684211,-0.3
0.4,0.987664473684211,-0.3
0.5,-0.978046721080777,-0.3
0.5,0.978046721080777,-0.3
0.6,-0.961917781466654,-0.3
0.6,0.961917781466654,-0.3
0.7,-0.931630108511712,-0.3
0.7,0.931630108511711,-0.3
0.75478142330452,-0.9,-0.3
0.8,-0.853822010732004,-0.3
0.8,0.853822010732004,-0.3
0.75478142330452,0.9,-0.3
0.829612299465241,-0.8,-0.3
0.859188951901858,-0.7,-0.3
0.87522719945629,-0.6,-0.3
0.8850021364478,-0.5,-0.3
0.891312597970465,-0.4,-0.3
0.895449343515262,-0.3,-0.3
0.898072170044488,-0.2,-0.3
0.899531210349878,-0.1,-0.3
0.9,0,-0.3
0.899531210349878,0.1,-0.3
0.898072170044488,0.2,-0.3
0.895449343515262,0.3,-0.3
0.891312597970465,0.4,-0.3
0.8850021364478,0.5,-0.3
0.87522719945629,0.6,-0.3
0.859188951901858,0.7,-0.3
0.829612299465241,0.8,-0.3
-0.9,0,-0.2
-0.8,-0.853822010732004,-0.2
-0.829612299465241,-0.8,-0.2
-0.859188951901858,-0.7,-0.2
-0.87522719945629,-0.6,-0.2
-0.885002136447799,-0.5,-0.2
-0.891312597970464,-0.4,-0.2
-0.895449343515263,-0.3,-0.2
-0.898072170044488,-0.2,-0.2
-0.899531210349878,-0.1,-0.2
-0.899531210349878,0.1,-0.2
-0.898072170044488,0.2,-0.2
-0.895449343515263,0.3,-0.2
-0.891312597970464,0.4,-0.2
-0.885002136447799,0.5,-0.2
-0.87522719945629,0.6,-0.2
-0.859188951901858,0.7,-0.2
-0.829612299465241,0.8,-0.2
-0.8,0.853822010732004,-0.2
-0.7,-0.931630108511712,-0.2
-0.75478142330452,-0.9,-0.2
-0.75478142330452,0.9,-0.2
-0.7,0.931630108511711,-0.2
-0.6,-0.961917781466654,-0.2
-0.6,0.961917781466654,-0.2
-0.5,-0.978046721080777,-0.2
-0.5,0.978046721080777,-0.2
-0.4,-0.987664473684211,-0.2
-0.4,0.987664473684211,-0.2
-0.3,-0.993662761411092,-0.2
-0.3,0.993662761411092,-0.2
-0.2,-0.997347678538639,-0.2
-0.2,0.997347678538639,-0.2
-0.1,-0.999359333443944,-0.2
-0.1,0.999359333443944,-0.2
0,-1,-0.2
0,1,-0.2
0.1,-0.999359333443944,-0.2
0.1,0.999359333443944,-0.2
0.2,-0.997347678538639,-0.2
0.2,0.997347678538639,-0.2
0.3,-0.993662761411092,-0.2
0.3,0.993662761411092,-0.2
0.4,-0.987664473684211,-0.2
0.4,0.987664473684211,-0.2
0.5,-0.978046721080777,-0.2
0.5,0.978046721080777,-0.2
0.6,-0.961917781466654,-0.2
0.6,0.961917781466654,-0.2
0.7,-0.931630108511712,-0.2
0.7,0.931630108511711,-0.2
0.75478142330452,-0.9,-0.2
0.8,-0.853822010732004,-0.2
0.8,0.853822010732004,-0.2
0.75478142330452,0.9,-0.2
0.829612299465241,-0.8,-0.2
0.859188951901858,-0.7,-0.2
0.87522719945629,-0.6,-0.2
0.8850021364478,-0.5,-0.2
0.891312597970465,-0.4,-0.2
0.895449343515262,-0.3,-0.2
0.898072170044488,-0.2,-0.2
0.899531210349878,-0.1,-0.2
0.9,0,-0.2
0.899531210349878,0.1,-0.2
0.898072170044488,0.2,-0.2
0.895449343515262,0.3,-0.2
0.891312597970465,0.4,-0.2
0.8850021364478,0.5,-0.2
0.87522719945629,0.6,-0.2
0.859188951901858,0.7,-0.2
0.829612299465241,0.8,-0.2
-0.9,0,-0.1
-0.8,-0.853822010732004,-0.1
-0.829612299465241,-0.8,-0.1
-0.859188951901858,-0.7,-0.1
-0.87522719945629,-0.6,-0.1
-0.885002136447799,-0.5,-0.1
-0.891312597970464,-0.4,-0.1
-0.895449343515263,-0.3,-0.1
-0.898072170044488,-0.2,-0.1
-0.899531210349878,-0.1,-0.1
-0.899531210349878,0.1,-0.1
-0.898072170044488,0.2,-0.1
-0.895449343515263,0.3,-0.1
-0.891312597970464,0.4,-0.1
-0.885002136447799,0.5,-0.1
-0.87522719945629,0.6,-0.1
-0.859188951901858,0.7,-0.1
-0.829612299465241,0.8,-0.1
-0.8,0.853822010732004,-0.1
-0.7,-0.931630108511712,-0.1
-0.75478142330452,-0.9,-0.1
-0.75478142330452,0.9,-0.1
-0.7,0.931630108511711,-0.1
-0.6,-0.961917781466654,-0.1
-0.6,0.961917781466654,-0.1
-0.5,-0.978046721080777,-0.1
-0.5,0.978046721080777,-0.1
-0.4,-0.987664473684211,-0.1
-0.4,0.987664473684211,-0.1
-0.3,-0.993662761411092,-0.1
-0.3,0.993662761411092,-0.1
-0.2,-0.997347678538639,-0.1
-0.2,0.997347678538639,-0.1
-0.1,-0.999359333443944,-0.1
-0.1,0.999359333443944,-0.1
0,-1,-0.1
0,1,-0.1
0.1,-0.999359333443944,-0.1
0.1,0.999359333443944,-0.1
0.2,-0.997347678538639,-0.1
0.2,0.997347678538639,-0.1
0.3,-0.993662761411092,-0.1
0.3,0.993662761411092,-0.1
0.4,-0.987664473684211,-0.1
0.4,0.987664473684211,-0.1
0.5,-0.978046721080777,-0.1
0.5,0.978046721080777,-0.1
0.6,-0.961917781466654,-0.1
0.6,0.961917781466654,-0.1
0.7,-0.931630108511712,-0.1
0.7,0.931630108511711,-0.1
0.75478142330452,-0.9,-0.1
0.8,-0.853822010732004,-0.1
0.8,0.853822010732004,-0.1
0.75478142330452,0.9,-0.1
0.829612299465241,-0.8,-0.1
0.859188951901858,-0.7,-0.1
0.87522719945629,-0.6,-0.1
0.8850021364478,-0.5,-0.1
0.891312597970465,-0.4,-0.1
0.895449343515262,-0.3,-0.1
0.898072170044488,-0.2,-0.1
0.899531210349878,-0.1,-0.1
0.9,0,-0.1
0.899531210349878,0.1,-0.1
0.898072170044488,0.2,-0.1
0.895449343515262,0.3,-0.1
0.891312597970465,0.4,-0.1
0.8850021364478,0.5,-0.1
0.87522719945629,0.6,-0.1
0.859188951901858,0.7,-0.1
0.829612299465241,0.8,-0.1
-0.9,0,0
-0.8,-0.853822010732004,0
-0.829612299465241,-0.8,0
-0.859188951901858,-0.7,0
-0.87522719945629,-0.6,0
-0.885002136447799,-0.5,0
-0.891312597970464,-0.4,0
-0.895449343515263,-0.3,0
-0.898072170044488,-0.2,0
-0.899531210349878,-0.1,0
-0.899531210349878,0.1,0
-0.898072170044488,0.2,0
-0.895449343515263,0.3,0
-0.891312597970464,0.4,0
-0.885002136447799,0.5,0
-0.87522719945629,0.6,0
-0.859188951901858,0.7,0
-0.829612299465241,0.8,0
-0.8,0.853822010732004,0
-0.7,-0.931630108511712,0
-0.75478142330452,-0.9,0
-0.75478142330452,0.9,0
-0.7,0.931630108511711,0
-0.6,-0.961917781466654,0
-0.6,0.961917781466654,0
-0.5,-0.978046721080777,0
-0.5,0.978046721080777,0
-0.4,-0.987664473684211,0
-0.4,0.987664473684211,0
-0.3,-0.993662761411092,0
-0.3,0.993662761411092,0
-0.2,-0.997347678538639,0
-0.2,0.997347678538639,0
-0.1,-0.999359333443944,0
-0.1,0.999359333443944,0
0,-1,0
0,1,0
0.1,-0.999359333443944,0
0.1,0.999359333443944,0
0.2,-0.997347678538639,0
0.2,0.997347678538639,0
0.3,-0.993662761411092,0
0.3,0.993662761411092,0
0.4,-0.987664473684211,0
0.4,0.987664473684211,0
0.5,-0.978046721080777,0
0.5,0.978046721080777,0
0.6,-0.961917781466654,0
0.6,0.961917781466654,0
0.7,-0.931630108511712,0
0.7,0.931630108511711,0
0.75478142330452,-0.9,0
0.8,-0.853822010732004,0
0.8,0.853822010732004,0
0.75478142330452,0.9,0
0.829612299465241,-0.8,0
0.859188951901858,-0.7,0
0.87522719945629,-0.6,0
0.8850021364478,-0.5,0
0.891312597970465,-0.4,0
0.895449343515262,-0.3,0
0.898072170044488,-0.2,0
0.899531210349878,-0.1,0
0.9,0,0
0.899531210349878,0.1,0
0.898072170044488,0.2,0
0.895449343515262,0.3,0
0.891312597970465,0.4,0
0.8850021364478,0.5,0
0.87522719945629,0.6,0
0.859188951901858,0.7,0
0.829612299465241,0.8,0
-0.9,0,0.1
-0.8,-0.853822010732004,0.1
-0.829612299465241,-0.8,0.1
-0.859188951901858,-0.7,0.1
-0.87522719945629,-0.6,0.1
-0.885002136447799,-0.5,0.1
-0.891312597970464,-0.4,0.1
-0.895449343515263,-0.3,0.1
-0.898072170044488,-0.2,0.1
-0.899531210349878,-0.1,0.1
-0.899531210349878,0.1,0.1
-0.898072170044488,0.2,0.1
-0.895449343515263,0.3,0.1
-0.891312597970464,0.4,0.1
-0.885002136447799,0.5,0.1
-0.87522719945629,0.6,0.1
-0.859188951901858,0.7,0.1
-0.829612299465241,0.8,0.1
-0.8,0.853822010732004,0.1
-0.7,-0.931630108511712,0.1
-0.75478142330452,-0.9,0.1
-0.75478142330452,0.9,0.1
-0.7,0.931630108511711,0.1
-0.6,-0.961917781466654,0.1
